Input,Output Albicans GeneID,Paralog count,Name,Merged
CLUG_02771,C1_05740C_A,15,N/A,CLUG_02771
CLUG_02773,C1_09230C_A,7,GRP1,CLUG_02773 (GRP1)
CLUG_02774,C3_03300C_A,0,BBP,CLUG_02774 (BBP)
CLUG_02775,C3_03310C_A,0,N/A,CLUG_02775
CLUG_02776,C3_03320W_A,0,RUB1,CLUG_02776 (RUB1)
CLUG_02777,C3_03330C_A,0,CLF1,CLUG_02777 (CLF1)
CLUG_02778,C1_11020W_A,12,N/A,CLUG_02778
CLUG_02779,C2_05060C_A,0,N/A,CLUG_02779
CLUG_02780,C1_09400C_A,3,FTH1,CLUG_02780 (FTH1)
CLUG_02781,C2_04930C_A,0,CRK1,CLUG_02781 (CRK1)
CLUG_02782,C2_04940C_A,0,ITR1,CLUG_02782 (ITR1)
CLUG_02783,C2_04950C_A,0,CYT1,CLUG_02783 (CYT1)
CLUG_02784,C2_00390C_A,1,N/A,CLUG_02784
CLUG_02785,C3_01250W_A,0,PMC1,CLUG_02785 (PMC1)
CLUG_02786,C3_00610W_A,0,N/A,CLUG_02786
CLUG_02788,C1_01440C_A,1,POX18,CLUG_02788 (POX18)
CLUG_02790,C3_01450C_A,0,MET18,CLUG_02790 (MET18)
CLUG_02791,C3_01530C_A,0,CAS4,CLUG_02791 (CAS4)
CLUG_02792,C3_01530C_A,0,CAS4,CLUG_02792 (CAS4)
CLUG_02793,C3_01530C_A,0,CAS4,CLUG_02793 (CAS4)
CLUG_02795,C3_01530C_A,0,CAS4,CLUG_02795 (CAS4)
CLUG_02796,C3_01520C_A,0,N/A,CLUG_02796
CLUG_02797,C3_01510W_A,0,N/A,CLUG_02797
CLUG_02798,C3_01500C_A,0,BZZ1,CLUG_02798 (BZZ1)
CLUG_02799,C3_01490W_A,0,RPS7A,CLUG_02799 (RPS7A)
CLUG_02800,C3_01480C_A,0,RKI1,CLUG_02800 (RKI1)
CLUG_02802,C3_01470W_A,0,ARF3,CLUG_02802 (ARF3)
CLUG_02803,C3_01560W_A,3,N/A,CLUG_02803
CLUG_02804,C1_01450W_A,0,ABC1,CLUG_02804 (ABC1)
CLUG_02805,C1_01460W_A,0,N/A,CLUG_02805
CLUG_02806,C2_09510C_A,0,N/A,CLUG_02806
CLUG_02807,C2_09480W_A,0,N/A,CLUG_02807
CLUG_02808,C2_09470C_A,0,PMS1,CLUG_02808 (PMS1)
CLUG_02809,C2_09460C_A,5,RHA1,CLUG_02809 (RHA1)
CLUG_02813,C1_06280C_A,1,UME6,CLUG_02813 (UME6)
CLUG_02814,CR_08040W_A,0,N/A,CLUG_02814
CLUG_02815,C1_05350W_A,2,YPT53,CLUG_02815 (YPT53)
CLUG_02816,CR_08050C_A,0,N/A,CLUG_02816
CLUG_02817,C1_09690W_A,0,MLS1,CLUG_02817 (MLS1)
CLUG_02818,CR_08070W_A,0,PTP1,CLUG_02818 (PTP1)
CLUG_02821,C1_04300C_A,3,SSA2,CLUG_02821 (SSA2)
CLUG_02822,CR_08100C_A,0,RIO2,CLUG_02822 (RIO2)
CLUG_02825,CR_08120C_A,0,DCP2,CLUG_02825 (DCP2)
CLUG_02826,CR_08130W_A,0,N/A,CLUG_02826
CLUG_02827,C3_07390C_A,1,RSM10,CLUG_02827 (RSM10)
CLUG_02828,CR_08160W_A,0,PTC5,CLUG_02828 (PTC5)
CLUG_02830,CR_08160W_A,0,PTC5,CLUG_02830 (PTC5)
CLUG_02832,C7_03400C_A,1,N/A,CLUG_02832
CLUG_02833,C7_03400C_A,1,N/A,CLUG_02833
CLUG_02834,CR_08580C_A,0,N/A,CLUG_02834
CLUG_02836,CR_08590W_A,0,N/A,CLUG_02836
CLUG_02837,C5_02130W_A,0,N/A,CLUG_02837
CLUG_02838,CR_08600C_A,0,PEX19,CLUG_02838 (PEX19)
CLUG_02841,CR_08560C_A,0,UBC9,CLUG_02841 (UBC9)
CLUG_02842,C2_07420W_A,2,N/A,CLUG_02842
CLUG_02843,CR_08540C_A,0,SSY5,CLUG_02843 (SSY5)
CLUG_02844,C2_10330C_A,4,N/A,CLUG_02844
CLUG_02845,CR_08500W_A,0,N/A,CLUG_02845
CLUG_02847,C2_09380W_A,0,RRP15,CLUG_02847 (RRP15)
CLUG_02848,C2_09280C_A,1,N/A,CLUG_02848
CLUG_02849,C2_09270C_A,0,SGT1,CLUG_02849 (SGT1)
CLUG_02853,C1_13840W_A,3,N/A,CLUG_02853
CLUG_02854,C1_13830C_A,0,PDX1,CLUG_02854 (PDX1)
CLUG_02858,C2_01270W_A,1,CHA1,CLUG_02858 (CHA1)
CLUG_02859,C2_01240C_A,0,CHL1,CLUG_02859 (CHL1)
CLUG_02860,C2_01230W_A,0,N/A,CLUG_02860
CLUG_02861,C7_00690W_A,0,NOP15,CLUG_02861 (NOP15)
CLUG_02862,C7_00680W_A,0,N/A,CLUG_02862
CLUG_02863,C1_06670W_A,1,N/A,CLUG_02863
CLUG_02864,C7_01640W_A,0,LAT1,CLUG_02864 (LAT1)
CLUG_02865,C7_01630W_A,0,RNH35,CLUG_02865 (RNH35)
CLUG_02866,C2_09610W_A,1,N/A,CLUG_02866
CLUG_02867,C7_01890C_A,0,TOM7,CLUG_02867 (TOM7)
CLUG_02868,C7_00670C_A,0,N/A,CLUG_02868
CLUG_02869,C7_03770C_A,0,YAF9,CLUG_02869 (YAF9)
CLUG_02870,C7_03760W_A,0,N/A,CLUG_02870
CLUG_02871,C3_02080W_A,2,N/A,CLUG_02871
CLUG_02872,C7_01870W_A,0,MSK1,CLUG_02872 (MSK1)
CLUG_02873,C5_02040W_A,0,N/A,CLUG_02873
CLUG_02874,C5_02030W_A,0,RPN8,CLUG_02874 (RPN8)
CLUG_02875,C5_02020C_A,0,N/A,CLUG_02875
CLUG_02876,CR_04650W_A,0,N/A,CLUG_02876
CLUG_02878,C5_02000C_A,0,ACH1,CLUG_02878 (ACH1)
CLUG_02879,C5_03600W_A,0,MDJ1,CLUG_02879 (MDJ1)
CLUG_02880,C5_03950W_A,0,N/A,CLUG_02880
CLUG_02881,C2_05530C_A,1,N/A,CLUG_02881
CLUG_02882,C5_03540C_A,0,RPS25B,CLUG_02882 (RPS25B)
CLUG_02883,C5_03530C_A,0,N/A,CLUG_02883
CLUG_02886,C5_03610W_A,0,HEX1,CLUG_02886 (HEX1)
CLUG_02888,C2_00520W_A,1,DFG5,CLUG_02888 (DFG5)
CLUG_02889,C2_01350C_A,0,SNX4,CLUG_02889 (SNX4)
CLUG_02890,C2_01340W_A,1,N/A,CLUG_02890
CLUG_02891,C2_01320W_A,0,RPN9,CLUG_02891 (RPN9)
CLUG_02892,C2_01310W_A,1,SNX41,CLUG_02892 (SNX41)
CLUG_02893,C1_01150C_A,1,PPM2,CLUG_02893 (PPM2)
CLUG_02894,CR_08180C_A,0,TRM9,CLUG_02894 (TRM9)
CLUG_02898,C3_03930W_A,0,N/A,CLUG_02898
CLUG_02900,C1_11490C_A,0,BTA1,CLUG_02900 (BTA1)
CLUG_02901,C1_11500C_A,0,ARO7,CLUG_02901 (ARO7)
CLUG_02902,C1_11510C_A,0,N/A,CLUG_02902
CLUG_02904,C6_04600W_A,0,DAC1,CLUG_02904 (DAC1)
CLUG_02909,C5_04410C_A,0,N/A,CLUG_02909
CLUG_02911,C6_04580W_A,0,HXK1,CLUG_02911 (HXK1)
CLUG_02912,C6_04570W_A,0,NAG6,CLUG_02912 (NAG6)
CLUG_02913,C1_07000W_A,0,MEF2,CLUG_02913 (MEF2)
CLUG_02914,C4_00280W_A,0,STE24,CLUG_02914 (STE24)
CLUG_02916,C2_09700W_A,0,YEA4,CLUG_02916 (YEA4)
CLUG_02918,C1_08210C_A,4,MLT1,CLUG_02918 (MLT1)
CLUG_02920,C3_03800W_A,1,PTR22,CLUG_02920 (PTR22)
CLUG_02929,C5_04930C_A,0,MAL31,CLUG_02929 (MAL31)
CLUG_02932,C3_03810W_A,1,RAD53,CLUG_02932 (RAD53)
CLUG_02933,C2_10310C_A,0,KIP2,CLUG_02933 (KIP2)
CLUG_02934,C2_10320C_A,0,N/A,CLUG_02934
CLUG_02935,C2_10270W_A,0,PUS7,CLUG_02935 (PUS7)
CLUG_02936,C4_01290W_A,0,N/A,CLUG_02936
CLUG_02937,C2_09960W_A,0,N/A,CLUG_02937
CLUG_02938,C3_00530C_A,0,PAC1,CLUG_02938 (PAC1)
CLUG_02939,C3_00540C_A,0,IST1,CLUG_02939 (IST1)
CLUG_02940,C1_06780W_A,2,NPR1,CLUG_02940 (NPR1)
CLUG_02942,C3_00560C_A,0,SOF1,CLUG_02942 (SOF1)
CLUG_02943,C3_00570C_A,0,N/A,CLUG_02943
CLUG_02945,C3_03840C_A,0,CLP1,CLUG_02945 (CLP1)
CLUG_02946,C3_03830W_A,1,RRD2,CLUG_02946 (RRD2)
CLUG_02948,C3_03820C_A,0,N/A,CLUG_02948
CLUG_02949,C3_00490W_A,0,ESA1,CLUG_02949 (ESA1)
CLUG_02950,C3_00500C_A,0,PRP46,CLUG_02950 (PRP46)
CLUG_02953,C2_09980W_A,0,N/A,CLUG_02953
CLUG_02954,C2_09970C_A,1,N/A,CLUG_02954
CLUG_02955,C1_08210C_A,4,MLT1,CLUG_02955 (MLT1)
CLUG_02956,C2_10140W_A,0,UBP8,CLUG_02956 (UBP8)
CLUG_02957,C2_10120W_A,0,N/A,CLUG_02957
CLUG_02958,C2_09600C_A,0,N/A,CLUG_02958
CLUG_02959,C2_10110W_A,0,CYC1,CLUG_02959 (CYC1)
CLUG_02960,C2_10100W_A,0,CWC22,CLUG_02960 (CWC22)
CLUG_02961,C2_10090C_A,0,N/A,CLUG_02961
CLUG_02962,C2_10060C_A,0,N/A,CLUG_02962
CLUG_02963,C2_10050W_A,0,N/A,CLUG_02963
CLUG_02966,C1_02520W_A,1,SCW4,CLUG_02966 (SCW4)
CLUG_02967,C2_10080W_A,0,RAP1,CLUG_02967 (RAP1)
CLUG_02968,CR_09100C_A,0,N/A,CLUG_02968
CLUG_02969,C7_03500W_A,0,N/A,CLUG_02969
CLUG_02970,C7_03490W_A,0,GYP7,CLUG_02970 (GYP7)
CLUG_02971,C7_03400C_A,1,N/A,CLUG_02971
CLUG_02976,C1_05770C_A,3,PRC3,CLUG_02976 (PRC3)
CLUG_02977,C1_06780W_A,2,NPR1,CLUG_02977 (NPR1)
CLUG_02978,C6_03760C_A,1,SHM2,CLUG_02978 (SHM2)
CLUG_02980,C7_03320C_A,0,MED16,CLUG_02980 (MED16)
CLUG_02981,C3_03110W_A,3,N/A,CLUG_02981
CLUG_02982,C3_03110W_A,3,N/A,CLUG_02982
CLUG_02984,C7_03480W_A,0,N/A,CLUG_02984
CLUG_02985,C7_03390C_A,0,PUP3,CLUG_02985 (PUP3)
CLUG_02986,C7_03380W_A,0,N/A,CLUG_02986
CLUG_02987,C4_07110C_A,0,PDA1,CLUG_02987 (PDA1)
CLUG_02989,C4_07100C_A,1,N/A,CLUG_02989
CLUG_02990,C4_07090C_A,0,TRP4,CLUG_02990 (TRP4)
CLUG_02993,C4_07060W_A,2,N/A,CLUG_02993
CLUG_02994,C4_06880C_A,0,SEM1,CLUG_02994 (SEM1)
CLUG_02995,C4_06870W_A,0,RPT5,CLUG_02995 (RPT5)
CLUG_02996,C4_06770W_A,0,N/A,CLUG_02996
CLUG_02997,C4_06790W_A,0,N/A,CLUG_02997
CLUG_02998,C4_06800W_A,0,RVB1,CLUG_02998 (RVB1)
CLUG_02999,C4_06810C_A,0,N/A,CLUG_02999
CLUG_03002,C4_06830C_A,0,CCT6,CLUG_03002 (CCT6)
CLUG_03003,C4_06850C_A,0,N/A,CLUG_03003
CLUG_03004,C1_06670W_A,1,N/A,CLUG_03004
CLUG_03005,C1_06680W_A,0,VPS34,CLUG_03005 (VPS34)
CLUG_03006,C5_05130C_A,0,N/A,CLUG_03006
CLUG_03007,C1_05990C_A,1,N/A,CLUG_03007
CLUG_03008,C5_05150C_A,0,N/A,CLUG_03008
CLUG_03009,C3_04740C_A,0,N/A,CLUG_03009
CLUG_03010,C3_04700W_A,0,N/A,CLUG_03010
CLUG_03011,C3_04710W_A,0,ARV1,CLUG_03011 (ARV1)
CLUG_03012,C1_06270W_A,4,N/A,CLUG_03012
CLUG_03014,C3_04680W_A,1,RPP2B,CLUG_03014 (RPP2B)
CLUG_03015,C3_04670C_A,1,RPS15,CLUG_03015 (RPS15)
CLUG_03017,C3_04660C_A,0,ARG11,CLUG_03017 (ARG11)
CLUG_03019,C3_04650W_A,0,N/A,CLUG_03019
CLUG_03020,C2_09460C_A,5,RHA1,CLUG_03020 (RHA1)
CLUG_03021,C3_04630W_A,0,N/A,CLUG_03021
CLUG_03022,C1_12610W_A,0,N/A,CLUG_03022
CLUG_03023,C1_12600C_A,0,CHR1,CLUG_03023 (CHR1)
CLUG_03024,C1_12590W_A,0,ATP20,CLUG_03024 (ATP20)
CLUG_03025,C1_12580W_A,0,N/A,CLUG_03025
CLUG_03026,C1_12570C_A,0,N/A,CLUG_03026
CLUG_03029,C1_12550C_A,0,CDC54,CLUG_03029 (CDC54)
CLUG_03030,C1_12540W_A,0,N/A,CLUG_03030
CLUG_03031,C1_02410C_A,1,N/A,CLUG_03031
CLUG_03032,C1_12520W_A,0,GSG1,CLUG_03032 (GSG1)
CLUG_03033,C1_12510W_A,0,RAX2,CLUG_03033 (RAX2)
CLUG_03034,C1_12490W_A,0,PEP1,CLUG_03034 (PEP1)
CLUG_03036,CR_01050C_A,0,N/A,CLUG_03036
CLUG_03037,CR_01040C_A,0,ARC19,CLUG_03037 (ARC19)
CLUG_03038,CR_01030W_A,0,DAL81,CLUG_03038 (DAL81)
CLUG_03040,C1_03680W_A,1,ENG1,CLUG_03040 (ENG1)
CLUG_03042,CR_00870C_A,0,SWF1,CLUG_03042 (SWF1)
CLUG_03043,CR_00880W_A,0,N/A,CLUG_03043
CLUG_03044,CR_00900W_A,0,TRM1,CLUG_03044 (TRM1)
CLUG_03045,CR_00920W_A,0,CCE1,CLUG_03045 (CCE1)
CLUG_03046,C3_05970C_A,1,HAL3,CLUG_03046 (HAL3)
CLUG_03047,CR_00990W_A,0,SEC11,CLUG_03047 (SEC11)
CLUG_03048,C4_06360C_A,3,N/A,CLUG_03048
CLUG_03049,CR_00700W_A,0,N/A,CLUG_03049
CLUG_03050,CR_00690C_A,0,N/A,CLUG_03050
CLUG_03051,CR_00680W_A,0,BUD22,CLUG_03051 (BUD22)
CLUG_03052,CR_00670C_A,0,N/A,CLUG_03052
CLUG_03053,CR_00860C_A,0,TMA19,CLUG_03053 (TMA19)
CLUG_03054,C5_02970W_A,0,DAP2,CLUG_03054 (DAP2)
CLUG_03055,CR_01000C_A,0,SLN1,CLUG_03055 (SLN1)
CLUG_03056,C7_02300W_A,0,YPS7,CLUG_03056 (YPS7)
CLUG_03057,C7_02310C_A,0,N/A,CLUG_03057
CLUG_03058,C7_02320W_A,0,SEC1,CLUG_03058 (SEC1)
CLUG_03059,C1_08210C_A,4,MLT1,CLUG_03059 (MLT1)
CLUG_03060,C1_08210C_A,4,MLT1,CLUG_03060 (MLT1)
CLUG_03061,C1_08210C_A,4,MLT1,CLUG_03061 (MLT1)
CLUG_03062,C7_02340C_A,0,TRM82,CLUG_03062 (TRM82)
CLUG_03063,C7_02350C_A,0,N/A,CLUG_03063
CLUG_03064,C1_05410C_A,2,TRP99,CLUG_03064 (TRP99)
CLUG_03065,C2_02320C_A,1,CPR3,CLUG_03065 (CPR3)
CLUG_03067,CR_08480C_A,0,N/A,CLUG_03067
CLUG_03068,CR_08490W_A,0,TSR1,CLUG_03068 (TSR1)
CLUG_03069,C1_05060W_A,1,REI1,CLUG_03069 (REI1)
CLUG_03070,CR_04200W_A,1,YDJ1,CLUG_03070 (YDJ1)
CLUG_03071,CR_08430W_A,0,N/A,CLUG_03071
CLUG_03072,CR_08450C_A,0,N/A,CLUG_03072
CLUG_03073,C2_04880C_A,0,ARH2,CLUG_03073 (ARH2)
CLUG_03074,C4_01120C_A,1,N/A,CLUG_03074
CLUG_03075,C4_01150W_A,0,ASK1,CLUG_03075 (ASK1)
CLUG_03076,C5_04970C_A,0,PPR1,CLUG_03076 (PPR1)
CLUG_03077,C4_01990W_A,0,N/A,CLUG_03077
CLUG_03079,C2_08570W_A,0,ANP1,CLUG_03079 (ANP1)
CLUG_03080,C2_08560W_A,0,SMC2,CLUG_03080 (SMC2)
CLUG_03081,C1_11010C_A,1,N/A,CLUG_03081
CLUG_03082,C2_00200W_A,0,N/A,CLUG_03082
CLUG_03083,C2_00210W_A,0,RPL38,CLUG_03083 (RPL38)
CLUG_03084,C2_00220C_A,0,N/A,CLUG_03084
CLUG_03085,C2_00230W_A,0,N/A,CLUG_03085
CLUG_03086,C1_02670C_A,7,MNN43,CLUG_03086 (MNN43)
CLUG_03087,C2_01590W_A,0,COX13,CLUG_03087 (COX13)
CLUG_03088,C2_01600C_A,0,CDC55,CLUG_03088 (CDC55)
CLUG_03089,C2_01610C_A,0,RPS26A,CLUG_03089 (RPS26A)
CLUG_03091,C4_05390W_A,0,N/A,CLUG_03091
CLUG_03092,C2_01640W_A,0,SLA1,CLUG_03092 (SLA1)
CLUG_03093,C2_01650W_A,0,N/A,CLUG_03093
CLUG_03094,C2_01660C_A,0,N/A,CLUG_03094
CLUG_03095,C2_01670C_A,0,STT3,CLUG_03095 (STT3)
CLUG_03096,C2_01680C_A,1,N/A,CLUG_03096
CLUG_03097,C2_01690W_A,0,N/A,CLUG_03097
CLUG_03098,C2_01700C_A,0,HAP42,CLUG_03098 (HAP42)
CLUG_03100,C2_01720C_A,0,N/A,CLUG_03100
CLUG_03101,C2_01730W_A,0,SPC24,CLUG_03101 (SPC24)
CLUG_03102,C2_01740C_A,0,N/A,CLUG_03102
CLUG_03108,CR_07220C_A,15,N/A,CLUG_03108
CLUG_03109,C2_01830W_A,1,PRP39,CLUG_03109 (PRP39)
CLUG_03110,C2_01840C_A,0,RAD7,CLUG_03110 (RAD7)
CLUG_03111,C7_00560C_A,0,THG1,CLUG_03111 (THG1)
CLUG_03112,C7_00570W_A,0,RPA135,CLUG_03112 (RPA135)
CLUG_03113,C1_08070W_A,5,CDR4,CLUG_03113 (CDR4)
CLUG_03115,C3_05210C_A,1,DYN1,CLUG_03115 (DYN1)
CLUG_03116,C3_05200W_A,0,RPS19A,CLUG_03116 (RPS19A)
CLUG_03117,C3_05090C_A,0,N/A,CLUG_03117
CLUG_03119,C2_09300W_A,0,MED18,CLUG_03119 (MED18)
CLUG_03120,C2_09290W_A,0,N/A,CLUG_03120
CLUG_03122,C2_09400C_A,0,ERG24,CLUG_03122 (ERG24)
CLUG_03123,C2_09420W_A,0,N/A,CLUG_03123
CLUG_03124,C6_01070C_A,0,CIP1,CLUG_03124 (CIP1)
CLUG_03125,C2_09430W_A,0,RPL3,CLUG_03125 (RPL3)
CLUG_03126,C2_08540C_A,0,N/A,CLUG_03126
CLUG_03127,C2_08670C_A,0,UTP15,CLUG_03127 (UTP15)
CLUG_03128,C1_01340C_A,0,N/A,CLUG_03128
CLUG_03129,C1_01330C_A,0,DUT1,CLUG_03129 (DUT1)
CLUG_03130,C1_01320W_A,0,MRS7,CLUG_03130 (MRS7)
CLUG_03131,C1_01300W_A,2,N/A,CLUG_03131
CLUG_03132,C1_01290C_A,0,N/A,CLUG_03132
CLUG_03135,C1_01270W_A,0,CTA9,CLUG_03135 (CTA9)
CLUG_03136,C1_01260C_A,0,TRS20,CLUG_03136 (TRS20)
CLUG_03137,C1_01250W_A,0,AIM9,CLUG_03137 (AIM9)
CLUG_03139,C1_01190C_A,3,N/A,CLUG_03139
CLUG_03140,C6_02220W_A,0,SAR1,CLUG_03140 (SAR1)
CLUG_03141,C6_02230W_A,0,N/A,CLUG_03141
CLUG_03142,C3_05960W_A,0,ASE1,CLUG_03142 (ASE1)
CLUG_03144,C3_05950W_A,0,N/A,CLUG_03144
CLUG_03145,C2_09870W_A,3,N/A,CLUG_03145
CLUG_03146,C3_03680W_A,0,N/A,CLUG_03146
CLUG_03147,C3_03670W_A,0,N/A,CLUG_03147
CLUG_03148,C3_03660W_A,0,IRS4,CLUG_03148 (IRS4)
CLUG_03149,C3_03650W_A,0,HBR3,CLUG_03149 (HBR3)
CLUG_03150,C3_03580C_A,3,GTT13,CLUG_03150 (GTT13)
CLUG_03151,C1_04040C_A,0,NOP9,CLUG_03151 (NOP9)
CLUG_03152,C1_04030W_A,0,N/A,CLUG_03152
CLUG_03153,C1_04000C_A,0,KTR4,CLUG_03153 (KTR4)
CLUG_03154,C1_11530C_A,4,N/A,CLUG_03154
CLUG_03155,C3_03580C_A,3,GTT13,CLUG_03155 (GTT13)
CLUG_03156,C6_02660C_A,2,N/A,CLUG_03156
CLUG_03158,C1_04070C_A,0,BET4,CLUG_03158 (BET4)
CLUG_03159,C4_04310W_A,0,COX11,CLUG_03159 (COX11)
CLUG_03160,C7_04030C_A,0,KAP120,CLUG_03160 (KAP120)
CLUG_03161,C7_04040C_A,0,NPT1,CLUG_03161 (NPT1)
CLUG_03162,CR_04660C_A,0,UGP1,CLUG_03162 (UGP1)
CLUG_03163,C1_04900W_A,5,MNN15,CLUG_03163 (MNN15)
CLUG_03164,CR_04780W_A,0,RPB8,CLUG_03164 (RPB8)
CLUG_03166,C5_03470C_A,1,N/A,CLUG_03166
CLUG_03167,CR_04750W_A,0,N/A,CLUG_03167
CLUG_03168,CR_04740C_A,0,ADE6,CLUG_03168 (ADE6)
CLUG_03170,CR_04810W_A,0,RPS3,CLUG_03170 (RPS3)
CLUG_03171,CR_04730W_A,0,N/A,CLUG_03171
CLUG_03172,CR_04720C_A,0,INO80,CLUG_03172 (INO80)
CLUG_03173,CR_04830C_A,0,N/A,CLUG_03173
CLUG_03174,C1_13620W_A,4,ROB1,CLUG_03174 (ROB1)
CLUG_03175,C4_00840W_A,0,N/A,CLUG_03175
CLUG_03176,C3_05190C_A,0,MCA1,CLUG_03176 (MCA1)
CLUG_03177,C1_02270C_A,1,N/A,CLUG_03177
CLUG_03178,C7_04050W_A,0,HLJ1,CLUG_03178 (HLJ1)
CLUG_03179,C1_04870W_A,9,SAP7,CLUG_03179 (SAP7)
CLUG_03180,C7_02800W_A,0,NIK1,CLUG_03180 (NIK1)
CLUG_03181,C7_02790C_A,0,POL3,CLUG_03181 (POL3)
CLUG_03182,C7_02790C_A,0,POL3,CLUG_03182 (POL3)
CLUG_03183,C1_05080W_A,7,GPT1,CLUG_03183 (GPT1)
CLUG_03184,C1_05080W_A,7,GPT1,CLUG_03184 (GPT1)
CLUG_03185,C1_05080W_A,7,GPT1,CLUG_03185 (GPT1)
CLUG_03186,CR_04950W_A,0,MED5,CLUG_03186 (MED5)
CLUG_03188,CR_04930W_A,0,PEX14,CLUG_03188 (PEX14)
CLUG_03189,CR_04920W_A,0,N/A,CLUG_03189
CLUG_03190,CR_04910W_A,0,CDC43,CLUG_03190 (CDC43)
CLUG_03191,CR_04890W_A,0,LYS5,CLUG_03191 (LYS5)
CLUG_03192,C2_02970C_A,1,ALD5,CLUG_03192 (ALD5)
CLUG_03193,CR_04860C_A,0,N/A,CLUG_03193
CLUG_03198,C1_08330C_A,4,ADH2,CLUG_03198 (ADH2)
CLUG_03199,C1_08330C_A,4,ADH2,CLUG_03199 (ADH2)
CLUG_03202,C1_03390W_A,1,EHT1,CLUG_03202 (EHT1)
CLUG_03203,C1_02120C_A,0,SHA3,CLUG_03203 (SHA3)
CLUG_03205,C1_09540W_A,0,N/A,CLUG_03205
CLUG_03208,C1_13770C_A,0,LCL3,CLUG_03208 (LCL3)
CLUG_03209,C1_13760W_A,0,AGM1,CLUG_03209 (AGM1)
CLUG_03210,C1_13750C_A,0,N/A,CLUG_03210
CLUG_03211,C1_13740W_A,0,KAR9,CLUG_03211 (KAR9)
CLUG_03217,C1_13730C_A,0,DIM1,CLUG_03217 (DIM1)
CLUG_03219,C4_03580W_A,0,N/A,CLUG_03219
CLUG_03220,C1_13720W_A,0,N/A,CLUG_03220
CLUG_03221,C1_12680W_A,0,N/A,CLUG_03221
CLUG_03222,C1_12670C_A,0,N/A,CLUG_03222
CLUG_03223,C1_12660W_A,0,MAD1,CLUG_03223 (MAD1)
CLUG_03224,C1_12650C_A,0,N/A,CLUG_03224
CLUG_03225,C1_12640W_A,0,N/A,CLUG_03225
CLUG_03226,C1_13540W_A,0,GUP1,CLUG_03226 (GUP1)
CLUG_03227,C1_04870W_A,9,SAP7,CLUG_03227 (SAP7)
CLUG_03228,C1_04870W_A,9,SAP7,CLUG_03228 (SAP7)
CLUG_03229,C1_04870W_A,9,SAP7,CLUG_03229 (SAP7)
CLUG_03231,C1_13520C_A,0,MCU1,CLUG_03231 (MCU1)
CLUG_03233,C1_13490C_A,1,N/A,CLUG_03233
CLUG_03234,C1_04300C_A,3,SSA2,CLUG_03234 (SSA2)
CLUG_03235,C1_13680C_A,0,GCV3,CLUG_03235 (GCV3)
CLUG_03237,C1_13690C_A,0,N/A,CLUG_03237
CLUG_03241,C1_13700W_A,0,ACT1,CLUG_03241 (ACT1)
CLUG_03242,C1_13670W_A,1,OSM2,CLUG_03242 (OSM2)
CLUG_03244,C1_13660W_A,0,RAD54,CLUG_03244 (RAD54)
CLUG_03245,C1_13650C_A,0,N/A,CLUG_03245
CLUG_03246,C1_13640W_A,1,CUP2,CLUG_03246 (CUP2)
CLUG_03251,C1_13630W_A,0,CYB2,CLUG_03251 (CYB2)
CLUG_03252,C1_13780W_A,0,MYO2,CLUG_03252 (MYO2)
CLUG_03253,C1_13790C_A,0,N/A,CLUG_03253
CLUG_03254,C1_01950C_A,0,N/A,CLUG_03254
CLUG_03255,C1_02000W_A,1,N/A,CLUG_03255
CLUG_03256,C7_00870W_A,0,N/A,CLUG_03256
CLUG_03257,C1_02050C_A,1,PHO91,CLUG_03257 (PHO91)
CLUG_03258,C1_02040C_A,0,N/A,CLUG_03258
CLUG_03259,C1_02030C_A,0,N/A,CLUG_03259
CLUG_03260,C1_02020W_A,0,N/A,CLUG_03260
CLUG_03261,C5_00950C_A,0,SET5,CLUG_03261 (SET5)
CLUG_03262,C2_05170W_A,2,N/A,CLUG_03262
CLUG_03263,C7_03710C_A,0,PLC1,CLUG_03263 (PLC1)
CLUG_03264,C7_03700C_A,0,ENP1,CLUG_03264 (ENP1)
CLUG_03265,C1_00830W_A,3,N/A,CLUG_03265
CLUG_03266,C7_03840W_A,0,N/A,CLUG_03266
CLUG_03267,C1_07180W_A,0,CCS1,CLUG_03267 (CCS1)
CLUG_03270,C2_01540W_A,0,N/A,CLUG_03270
CLUG_03271,C2_01530C_A,0,N/A,CLUG_03271
CLUG_03272,C2_01520W_A,0,PPE1,CLUG_03272 (PPE1)
CLUG_03273,C2_01510C_A,0,N/A,CLUG_03273
CLUG_03274,C6_03700W_A,2,ALS1,CLUG_03274 (ALS1)
CLUG_03275,C4_01010C_A,0,DAG7,CLUG_03275 (DAG7)
CLUG_03276,C2_01490C_A,0,N/A,CLUG_03276
CLUG_03278,C2_01480W_A,0,SPT5,CLUG_03278 (SPT5)
CLUG_03280,C2_01430W_A,0,APT1,CLUG_03280 (APT1)
CLUG_03282,C2_01470W_A,0,SRB9,CLUG_03282 (SRB9)
CLUG_03286,C2_01410C_A,1,CLB2,CLUG_03286 (CLB2)
CLUG_03288,C2_01410C_A,1,CLB2,CLUG_03288 (CLB2)
CLUG_03289,C2_01400C_A,0,ESC4,CLUG_03289 (ESC4)
CLUG_03291,C2_01390W_A,1,N/A,CLUG_03291
CLUG_03292,C5_02280C_A,0,CTR86,CLUG_03292 (CTR86)
CLUG_03293,C5_02270W_A,0,THR4,CLUG_03293 (THR4)
